Index,Title,Tags,Type,Language,Seasons,Z0XM,Imtiyaz,Lights,Legend,DeadPoOl,AvgRating
579,Happy Death Day,"Comedy, Horror, Mystery",Movie,English,,2,3,5,,,3.33
567,The Marvels,"Adventure, Action, Sci-Fi, SuperPowers",Movie,English,,2,6,5,,,4.33
1810,Baby John,"Drama, Romance, Action, Crime",Movie,Hindi,,1,,,,3,2
1759,Bhool Bhulaiya 3,Comedy,Movie,Hindi,,1,,,,,1
1741,Vicky Vidya Ka Woh Wala Video,"Drama, Comedy, Life",Movie,Hindi,,1,,,,,1
566,Creature,"Sci-Fi, Horror, Thriller",Movie,Hindi,,1,3,5,5,,3.5
557,Patema Inverted,"Fantasy, Sci-Fi",Animated Movie,Japanese,,1,,5,,,3
556,Humshakals,"Drama, Comedy",Movie,Hindi,,1,2,4,,5,3
553,Shaapit,"Romance, Horror, Thriller",Movie,Hindi,,1,,2,,,1.5
551,Jaani Dushman: Ek Anokhi Kahani,"Action, Fantasy, Horror",Movie,Hindi,,1,4,1,,,2
550,The Conjuring: The Devil Made Me Do It,"Horror, Thriller, Mystery",Movie,English,,1,3,1,,,1.67
549,Krishna Cottage,"Drama, Horror, Thriller",Movie,Hindi,,1,2,1,,,1.33
546,The Nun,"Horror, Thriller, Mystery",Movie,English,,1,1,0,,,0.67
218,Hisss,"Fantasy, Horror",Movie,Hindi,,1,2,,,,1.5
1903,Saiyaara,Romance,Movie,Hindi,,,,6,,,6
1902,The Life List,"Life, Romance, Comedy",Movie,English,,,,6,,,6
1901,Swiped,"Real Incident, Drama",Movie,English,,,,7,,,7
1895,Gunjan Saxena: The Kargil Girl,"War, Action, Real Incident",Movie,Hindi,,,,10,,,10
1894,Yodha,"Drama, Action, Thriller",Movie,Hindi,,,,,7,,7
1887,Half Girlfriend,"Romance, Drama",Movie,Hindi,,,,7,,,7
1886,The Incredibles 2,"SuperPowers, Feel Good",Animated Movie,English,,,,7.5,7,,7.25
1885,The Hangover 2,"Drama, Feel Good, Comedy, Classic",Movie,English,,,,,8.5,,8.5
1884,The Hangover,"Drama, Classic, Comedy, Feel Good",Movie,English,,,,,8,,8
1883,Natsamrat,"Drama, Life, Heartbreaking",Movie,Marathi,,,,9,,,9
1880,Hello,"Romance, Action",Movie,Telugu,,,,8,,,8
1879,Ride Your Wave,"Fantasy, Romance",Movie,Japanese,,,,6,,,6
1878,Aani Kay Hava,"Comedy, Life, Drama, Feel Good, Romance",Series,Marathi,3,,,6,,,6
1875,The Lunchbox,"Romance, Comedy",Movie,Hindi,,,,7,,,7
1874,The Amateur,"Thriller, Action",Movie,English,,,,5,,,5
1873,A Royal in Paradise,"Comedy, Romance",Movie,English,,,,8,,,8
1872,Mausam,Romance,Movie,Hindi,,,,5,,,5
1871,Jaat,Action,Movie,Hindi,,,,,3,,3
1869,The Aviator,"Adventure, Drama",Movie,English,,,,6,,,6
1868,The Shining,"Horror, Mystery",Movie,English,,,,6,,,6
1867,Kidnap,"Action, Thriller",Movie,English,,,,6,,,6
1865,The Parent Trap,Comedy,Movie,English,,,,6,,,6
1863,Kites,"Action, Romance",Movie,Hindi,,,,6.5,,,6.5
1862,Tum Mile,"Drama, Romance",Movie,Hindi,,,,6,,,6
1861,Scoob!,"Mystery, Adventure",Animated Movie,English,,,,7,,,7
1860,Wish Dragon,"Comedy, Feel Good",Animated Movie,English,,,,7,,,7
1859,Chi Va Chi Sau Ka ,"Comedy, Romance",Movie,Marathi,,,,8,,,8
1858,Tumse Na Ho Payega,"Drama, Life",Movie,Hindi,,,,6,,,6
1857,Hampi,"Drama, Life",Movie,Marathi,,,,6,,,6
1856,Vanilla Sky,Thriller,Movie,English,,,,6,,,6
1848,Jab Tak Hai Jaan,"Drama, Romance",Movie,Hindi,,,,6.5,,,6.5
1845,The Adjustment Bureau,"Thriller, Sci-Fi",Movie,English,,,,8.5,,,8.5
1844,Dil Bechara,"Romance, Drama",Movie,Hindi,,,,6.5,,6.5,6.5
1843,Wonder,"Life, Drama, Feel Good",Movie,English,,,,7,,,7
1842,Once Upon a Time... in Hollywood,"Thriller, Drama",Movie,English,,,,7,,,7
1841,Severance,Thriller,Series,English,2,,,,,,0
1840,The Last Thing He Told Me,"Thriller, Drama",Series,English,1,,,6,,,6
1838,Sweet Home Alabama,"Comedy, Romance",Movie,English,,,,1,,,1
1837,Tom and Jerry & The Wizard of Oz,"Fantasy, Action, Adventure",Animated Movie,English,,,,6,,,6
1836,Tom & Jerry: A Nutcracker Tale,"Fantasy, Adventure",Animated Movie,English,,,,7.5,,,7.5
1835,Tom and Jerry: Shiver Me Whiskers,"Action, Fantasy, Adventure",Animated Movie,English,,,,7.5,,,7.5
1834,Tom and Jerry Meet Sherlock Holmes,"Crime, Adventure, Mystery",Animated Movie,English,,,,7.5,,,7.5
1833,Tom And Jerry: The Magic Ring,"Adventure, Comedy, Action, Fantasy",Animated Movie,English,,,,7.5,,,7.5
1832,Tom and Jerry: The Fast and the Furry,"Action, Comedy, Feel Good",Animated Movie,English,,,,7.5,8,,7.75
1829,27 Dresses,"Comedy, Romance",Movie,English,,,,7,,,7
1828,Watching the Detectives,"Drama, Romance",Movie,English,,,,4,,,4
1827,Knight & Day,"Action, Comedy, Romance",Movie,English,,,,7,,,7
1824,Mona Lisa Smile,"Drama, Life",Movie,English,,,,7,,,7
1823,Raksha Bandhan,"Drama, Comedy",Movie,Hindi,,,,6,,,6
1822,Rocketry: The Nambi Effect,"Real Incident, Drama",Movie,Hindi,,,,5,,,5
1821,Clouds,"Musical, Romance",Movie,English,,,,8,,,8
1820,Aloha,"Romance, Comedy",Movie,English,,,,5,,,5
1819,Little Manhattan,"Romance, Life, Feel Good",Movie,English,,,,6,,,6
1818,8 Mile,"Real Incident, Drama, Musical",Movie,English,,,,,8,9,8.5
1817,Guest iin London,Comedy,Movie,Hindi,,,,7,,,7
1812,2001: A Space Odyssey,"Sci-Fi, Adventure",Movie,English,,,,7.5,,,7.5
1811,Sanam Teri Kasam,"Drama, Romance",Movie,Hindi,,,,6,,,6
1809,Dil Juunglee,"Romance, Comedy",Movie,Hindi,,,,2,,,2
1808,The Help,"Drama, History",Movie,English,,,,2,,,2
1807,Dead Poets Society,"Life, Drama, Comedy",Movie,English,,,,6,,,6
1806,Casino Royale,"Action, Drama, Adventure",Movie,English,,,,7,,,7
1805,Indian (2001) ,"Drama, Action",Movie,Hindi,,,,2,,,2
1804,Shivaay,"Action, Crime",Movie,Hindi,,,,1,,,1
1803,Ghayal Once Again,"Drama, Action",Movie,Hindi,,,,8,,,8
1798,A Walk to Remember,"Romance, Feel Good, Heartbreaking",Movie,English,,,,7,,,7
1797,Grave of the Fireflies,"War, Drama, Heartbreaking",Animated Movie,Japanese,,,,7,,,7
1796,Flow,Adventure,Animated Movie,English,,,,6,,,6
1795,Nadaaniyan,"Drama, Romance",Movie,Hindi,,,,1,,,1
1794,Ultimate Spider-Man,"Sci-Fi, SuperPowers, Action",Animated Series,English,4,,,7,,,7
1791,The Brutalist,"Drama, History",Movie,English,,,,6,,,6
1787,Piku,"Drama, Comedy",Movie,Hindi,,,,7,,,7
1785,Sonic The HedgeHog 3,"Comedy, Action, Adventure",Movie,English,,,9,,,,9
1784,Monty Python and the Holy Grail,"Comedy, Adventure",Movie,English,,,,7,,,7
1783,Monty Python's and Now for Something Completely Different,Comedy,Movie,English,,,,8,,,8
1782,Sirf Ek Bandaa Kaafi Hai ,"Drama, Real Incident, Comedy",Movie,Hindi,,,,,8,8,8
1781,Sky force,"Life, Real Incident, Action, Drama, Magic",Movie,Hindi,,,,,8,7.5,7.75
1780,The Substance,"Horror, Thriller, Different",Movie,English,,,7,,,,7
1779,The Holiday,"Romance, Comedy",Movie,English,,,,6,,,6
1777,Matilda,"Fantasy, Comedy",Movie,English,,,,8,,,8
1776,Harold and the Purple Crayon,"Comedy, Drama, Adventure",Movie,English,,,6,,,,6
1775,Back In Action,"Comedy, Action, Crime",Movie,English,,,6,,,,6
1772,Ocean Waves,"Romance, Life",Animated Movie,Japanese,,,,6.5,,,6.5
1771,Bride Wars,"Comedy, Romance",Movie,English,,,,6,,,6
1770,Soul Eater,"Comedy, Adventure, Fantasy, Gods & Demons",Animated Series,Japanese,1,,8.5,,,,8.5
1769,The World's Finest Assassin Gets Reincarnated in Another World as an Aristocrat,"Isekai, Comedy, Action, Magic",Animated Series,Japanese,1,,6,,,,6
1767,Junji Ito Maniac : Japanese Tales of Macabre,"Fantasy, Horror, Thriller, Different",Series,Japanese,1,,6,,,,6
1764,Creature Commandos,"Action, Sci-Fi, SuperPowers",Animated Series,English,1,,7,,,,7
1763,Dr Stone,"Comedy, Adventure, Sci-Fi, Different",Animated Series,Japanese,4,,8.5,,,,8.5
1762,Negative Positive Angler,"Drama, Life",Animated Series,Japanese,1,,7.5,,,,7.5
1760,"Mufasa: The Lion King","Adventure, Musical",Animated Movie,English,,,,7,8,,7.5
1757,Serendipity,"Drama, Romance, Comedy",Movie,English,,,8.5,9,,,8.75
1756,The Six Triple Eight,"Drama, War, History, Documentary",Movie,English,,,9,,,,9
1754,Red One,"Adventure, Fantasy, Different, Magic, Gods & Demons",Movie,English,,,8,,,,8
1753,Finch,"Sci-Fi, Adventure",Movie,English,,,8,6,,,7
1752,Journey to the Center of the Earth,"Adventure, Comedy",Movie,English,,,9.5,8,,,8.75
1751,Jo Jeeta Wohi Sikandar,"Comedy, Drama, Romance",Movie,Hindi,,,8,6,,,7
1750,Desi Boyz,"Comedy, Romance",Movie,Hindi,,,,6,,,6
1747,Guillermo del Toro's Cabinet of Curiosities,"Horror, Crime, Thriller, Mystery, Different, Gods & Demons, Magic",Series,English,1,,♾️,,,,♾️
1745,Fight Club,"Action, Thriller, Classic, Life",Movie,English,,,,7,10,7.5,8.17
1744,Tomorrowland,"Fantasy, Sci-Fi",Movie,English,,,9,5,,,7
1739,Weekend in Taipei,"Romance, Action, Thriller, Crime",Movie,English,,,6.5,,,,6.5
1735,Here,"Drama, Comedy, Romance, Life, Different",Movie,English,,,♾️,,,,♾️
1734,Life as We Know It,"Comedy, Romance, Life",Movie,English,,,,8,,,8
1733,Look Back,"Drama, Life",Animated Movie,Japanese,,,,6,,,6
1732,The Colors Within,"Fantasy, Life, Drama",Animated Movie,Japanese,,,,6,,,6
1730,The Last Airbender,"Action, Fantasy, Adventure, SuperPowers",Movie,English,,,7.5,,,,7.5
1729,Into The Storm,"Action, Thriller, Adventure",Movie,English,,,7.5,,,,7.5
1728,Geostorm,"Action, Sci-Fi, Thriller",Movie,English,,,9,,,,9
1727,Ad Astra,"Adventure, Sci-Fi, Thriller",Movie,English,,,6.5,4,,,5.25
1726,Alien : Covenant,"Horror, Sci-Fi, Thriller",Movie,English,,,7.5,,,,7.5
1725,The Buckingham Murders,"Thriller, Mystery, Crime",Movie,Hindi,,,8.5,,,,8.5
1723,The Wolves,"Comedy, Adventure, Thriller, Crime",Movie,English,,,7.5,,,,7.5
1722,Sita Ramam,"Drama, Romance, Feel Good",Movie,Telugu,,,8.5,4,,,6.25
1721,BlueLock,"Adventure, Sports",Animated Series,Japanese,2,,8,,,,8
1720,Ron Kamonohashi's Forbidden Deductions,"Adventure, Thriller, Mystery, Crime",Animated Series,Japanese,2,,9,,,,9
1719,Backflip!!,"Drama, Life, Musical",Animated Series,Japanese,1,,2,,,,2
1717,Aisha,"Romance, Comedy",Movie,English,,,,9,,,9
1716,Strange World,"Adventure, Sci-Fi, Fantasy",Animated Movie,English,,,,7,,,7
1715,"Josee, the Tiger and the Fish","Comedy, Romance",Animated Movie,Japanese,,,,6,,,6
1714,Two Brothers,"Adventure, Documentary, Real Incident, Crime",Movie,English,,,,7,,,7
1702,Wolfs,"Comedy, Action, Thriller",Movie,English,,,,,,,0
1699,Tangled,"Comedy, Romance, Feel Good, Fantasy",Animated Movie,English,,,10,9,,,9.5
1698,That Time I Got Reincarnated as a Slime: Scarlet Bond,"Comedy, Action, Gods & Demons, Magic",Animated Movie,Japanese,,,6.5,,,,6.5
1697,Sword Art Online - Progressive,"Action, Fantasy, SuperPowers",Animated Movie,Japanese,,,5,,,,5
1696,Sakuna of Rice and Ruin,"Comedy, Feel Good, Adventure, Fantasy, Gods & Demons",Animated Series,Japanese,1,,6.5,,,,6.5
1695,Sword Art Online - Ordinal Scale,"Action, Fantasy, Thriller, SuperPowers",Animated Movie,Japanese,,,6.5,,,,6.5
1693,Astro Boy,"Feel Good, Adventure, Action, Sci-Fi, Classic",Animated Movie,English,,,9,,,,9
1692,Pompeii,"Romance, Drama, Classic, History",Movie,English,,,8,,,,8
1691,Godzilla - 1998,"Action, Adventure, Thriller, Classic",Movie,English,,,10,10,,,10
1690,Abraham Lincoln - The Vampire Hunter,"Action, Fantasy, Thriller, War",Movie,English,,,6,,,,6
1689,Polar Express,"Adventure, Fantasy, Musical, Classic",Movie,English,,,10,,,,10
1688,The Boy Who Harnessed The Wind,"Drama, Documentary, Real Incident",Movie,English,,,10,,,,10
1686,Woke Salaryman Animated Series,"Life, Drama, Feel Good",Shorts,English,,,10,,,,10
1685,Sirf Tum,"Romance, Drama",Movie,Hindi,,,,6,,,6
1684,Mickey 17,"Sci-Fi, Thriller, Different, Adventure",Movie,English,,,,,,,0
1680,Ranma Half - 2024 Remake,"Drama, Comedy, Fantasy, Action",Animated Series,Japanese,1,,,,,,0
1678,Shogun,"War, Thriller, History, Drama, Action",Series,Japanese,1,,9.5,,,,9.5
1677,Businessman,"Drama, Action, Crime",Movie,Telugu,,,6,,,,6
1676,Magadheera,"Drama, Comedy, Romance, Action",Movie,Telugu,,,4,,,,4
1675,Sahasam,"Drama, Comedy, Action",Movie,Telugu,,,5,,,,5
1674,Krishna,"Drama, Comedy, Romance, Action",Movie,Telugu,,,7,,,,7
1673,Balupu,"Drama, Comedy, Feel Good",Movie,Telugu,,,7.5,,,,7.5
1672,Power,"Drama, Comedy, Action",Movie,Telugu,,,7,,,,7
1671,Vikramarkudu,"Drama, Comedy, Action, Crime",Movie,Telugu,,,6.5,,,,6.5
1670,Daruvu,"Drama, Comedy",Movie,Telugu,,,8.5,,,,8.5
1669,"Honey, I Blew up the Kids","Drama, Comedy, Feel Good, Sci-Fi",Movie,English,,,7,7,,,7
1668,Conan The Barbarian,"Fantasy, Action, Adventure",Movie,English,,,6,,,,6
1667,Waterworld,"Fantasy, Sci-Fi, Action",Movie,English,,,8.5,,,,8.5
1666,"Honey, I Shrunk the Kids","Drama, Sci-Fi, Comedy, Feel Good",Movie,English,,,9,7,,,8
1665,Bruce Almighty,"Drama, Comedy, Dark Comedy",Movie,English,,,8,,,,8
1664,The Hunt,"Horror, Thriller, Mystery",Movie,English,,,4,,,,4
1663,Gamer,"Adventure, Action, Sports, Sci-Fi",Movie,English,,,3,,,,3
1662,We Bought a Zoo,"Drama, Feel Good, Life",Movie,English,,,8,,,,8
1661,Chef,"Drama, Feel Good",Movie,English,,,6,,,,6
1660,Crawl,"Thriller, Horror",Movie,English,,,7,,,,7
1659,How to Make Millions before Grandma Dies,"Drama, Life, Feel Good",Movie,Thai,,,,,,,0
1658,Twilight of Gods,"Adventure, Fantasy, Action, Gods & Demons",Series,English,1,,,,,,0
1656,Orphan,"Horror, Mystery, Crime",Movie,English,,,4,,,,4
1655,Hush,"Drama, Thriller, Crime",Movie,English,,,7.5,,,,7.5
1654,Down,"Drama, Thriller, Horror",Movie,English,,,2,,,,2
1653,Berlin Syndrome,"Drama, Horror, Mystery",Movie,English,,,5,,,,5
1652,Children of Men,"Drama, Thriller, Dark Comedy",Movie,English,,,7,,,,7
1651,Just a Breath Away,"Drama, Thriller, Sci-Fi",Movie,French,,,7,,,,7
1650,The End,"Horror, Thriller, Drama",Movie,English,,,2,,,,2
1649,The Wandering Earth 2,"Sci-Fi, Adventure, Thriller",Movie,Chinese,,,,,,,0
1648,The Wandering Earth,"Sci-Fi, Adventure, Thriller",Movie,Chinese,,,,,,,0
1647,Parallel,"Drama, Mystery, Sci-Fi",Movie,English,,,3,,,,3
1646,Luck-Key,"Comedy, Action, Drama",Movie,Korean,,,7,,,,7
1645,A Day,"Thriller, Fantasy, Life",Movie,Korean,,,6.5,,,,6.5
1644,Door Lock,"Horror, Crime, Thriller, Mystery",Movie,Korean,,,8.5,,,,8.5
1643,Castaway on the Moon,"Comedy, Life, Romance",Movie,Korean,,,4,,,,4
1642,Against the Sun,"Life, Thriller, Real Incident",Movie,English,,,8,,,,8
1641,The Day Will Come,"Drama, Life, Documentary",Movie,Danish,,,9.5,,,,9.5
1640,Kaiji The Ultimate Gambler,"Drama, Thriller, Mystery, Crime",Movie,Japanese,,,9,,,,9
1639,Champions,"Drama, Sports, Feel Good",Movie,Spanish,,,8,,,,8
1638,The Bucket List,"Comedy, Drama, Life",Movie,English,,,7,,,,7
1637,Okay Madam,"Drama, Comedy, Action",Movie,Korean,,,7,,,,7
1636,The Experiment,"Thriller, Drama, Crime",Movie,English,,,4,,,,4
1635,Lock Up - 2010,"Thriller, Dark Comedy",Movie,Spanish,,,8,,,,8
1634,The Cellar,"Crime, Horror, Thriller",Movie,English,,,5,,,,5
1633,The Hole in the Ground,"Thriller, Mystery, Horror",Movie,English,,,5,,,,5
1632,"The prize winner of Defiance, Ohio","Drama, Comedy, Life",Movie,English,,,5,,,,5
1631,Mars Attacks,"Comedy, Sci-Fi, Dark Comedy",Movie,English,,,2,,,,2
1630,Heidi,"Drama, Adventure, Life, Feel Good",Movie,English,,,7,5,,,6
1629,Spiderhead,"Dark Comedy, Sci-Fi, Thriller",Movie,English,,,6.5,,,,6.5
1628,100 Things,"Drama, Comedy, Documentary",Movie,English,,,6,,,,6
1627,Monk Comes Down The Mountain,"Drama, Comedy, Action",Movie,Chinese,,,7,,,,7
1626,Concrete Utpoia,"Action, Sci-Fi, Thriller, Different",Movie,Korean,,,8,,,,8
1625,Share?,"Thriller, Mystery, Sci-Fi",Movie,English,,,6,,,,6
1624,Breathe,"Thriller, Action, Adventure",Movie,English,,,3,,,,3
1623,Infestation,"Fantasy, Horror, Thriller, Mystery",Movie,English,,,1,,,,1
1622,Nerve,"Thriller, Adventure",Movie,English,,,3,,,,3
1621,Vivarium,"Thriller, Mystery, Different",Movie,English,,,5,,,,5
1620,Akira (2016),"Action, Thriller",Movie,Hindi,,,,7.5,,,7.5
1619,Akira ,"Action, Sci-Fi, Classic, War",Movie,Japanese,,,,,,,0
1618,Memories,"Sci-Fi, Classic, Different, Dark Comedy",Movie,Japanese,,,7,,,,7
1617,The Great Dictator,"Drama, History, Dark Comedy, Comedy",Movie,English,,,8,,,,8
1616,Modern Times,"Drama, Comedy, Feel Good, Life",Movie,English,,,9,8,,,8.5
1615,City Lights,"Drama, Comedy, Feel Good",Movie,English,,,9,8,,,8.5
1614,Downsizing,"Comedy, Sci-Fi, Thriller",Movie,English,,,6.5,6,,,6.25
1613,Canteen Honors,"Comedy, Drama, Life, Feel Good",Series,Hindi,1,,4,,,,4
1612,Hit Man - 2024,"Comedy, Action, Romance, Real Incident",Movie,English,,,8.5,,,,8.5
1609,Cardfight! Vanguard,"Adventure, Game & Media, Fantasy, Sports, Different",Animated Series,Japanese,9,,6,,,,6
1608,Mushibugyo,"Adventure, Action, Fantasy",Animated Series,Japanese,1,,6,,,,6
1607,How to Keep a Mummy,"Comedy, Life, Feel Good, Fantasy",Animated Series,Japanese,1,,9,,,,9
1606,Cells at Work,"Drama, Comedy, Feel Good",Animated Series,Japanese,2,,,,,,0
1605,Uzukami,"Fantasy, Classic, Horror, Mystery, Different, Gods & Demons",Animated Series,Japanese,1,,6.5,,,,6.5
1604,Oats Studio Anthology,"Adventure, Action, Fantasy, Sci-Fi, Horror, Thriller",Series,English,1,,6,,,,6
1603,The Instigators,"Adventure, Crime, Thriller",Movie,English,,,8,,,,8
1602,The Greatest of All Time,"Action, Sci-Fi",Movie,Tamil,,,,,,,0
1601,Game of Thrones,"Drama, Fantasy, SuperPowers",Series,English,8,,,,10,,10
1600,Swades,"Drama, Musical",Movie,Hindi,,,6,7.5,,,6.75
1599,Maharaj,"Drama, Crime",Movie,Hindi,,,,6.5,,,6.5
1598,Red 2,"Comedy, Action, Crime",Movie,English,,,7,,,,7
1597,Operation Fortune ,"Adventure, Action, Crime",Movie,English,,,7,,,,7
1596,Pyaar Ka Punchnama,"Comedy, Romance",Movie,Hindi,,,,7,,,7
1595,Riverdale,Drama,Series,English,7,,,6,,,6
1594,Into the Wild,"Drama, Adventure",Movie,English,,,10,8,,,9
1593,What Happened to Monday,"Action, Thriller",Movie,English,,,,6,,,6
1592,Pretty Woman,"Comedy, Romance",Movie,English,,,6,6.6,,,6.3
1591,Laws of Attraction,"Comedy, Romance",Movie,English,,,,4,,,4
1590,Runaway Bride,"Comedy, Romance",Movie,English,,,,5,,,5
1589,The Wedding Planner,"Comedy, Romance",Movie,English,,,6,5,,,5.5
1588,Maid in Manhattan,"Comedy, Romance",Movie,English,,,,5,,,5
1587,What a Girl Wants,"Drama, Comedy",Movie,English,,,,7.5,,,7.5
1586,First Daughter,"Comedy, Romance",Movie,English,,,,8,,,8
1585,Lessons in Chemistry,Drama,Series,English,1,,,7,,,7
1584,Lockwood & Co,"Drama, Crime, Thriller, Gods & Demons, Magic",Series,English,1,,,,,,0
1583,1899,"Drama, Crime, Thriller, Mystery, History",Series,English,1,,6,,,,6
1582,Dead Boy Detectives,"Drama, Fantasy, Crime, Thriller, Mystery, Magic",Series,English,1,,,,,,0
1581,The Irregulars,"Drama, Fantasy, Crime, Thriller, Mystery",Series,English,1,,6,,,,6
1580,Bodies,"Sci-Fi, Crime, Thriller, Mystery",Series,English,1,,9,,,,9
1578,Red,"Comedy, Action, Crime",Movie,English,,,6,,,,6
1577,iCarly,"Comedy, Romance",Series,English,9,,,6,,,6
1576,Chinpui,"Drama, Comedy, Feel Good, Fantasy",Animated Series,Japanese,1,,6,,,,6
1575,The Devil is a Part-timer,"Comedy, Adventure, Fantasy, Magic, Isekai",Animated Series,Japanese,3,,7,,,,7
1574,Scissor Seven,"Comedy, Romance, Action, Fantasy, Mystery",Animated Series,Chinese,5,,,,,,0
1573,The Expert Series,"Drama, Comedy, Dark Comedy",Shorts,English,,,7,,,,7
1572,Chamatkar,"Drama, Comedy, Feel Good, Magic",Movie,Hindi,,,9,7,,,8
1571,Mourning Grave,"Horror, Crime, Thriller, Mystery",Movie,Korean,,,,,,,0
1570,Cashback,"Drama, Comedy, Romance",Movie,English,,,3,,,,3
1569,The Chronicles of Riddick,"Adventure, Action, Fantasy, Thriller",Movie,English,,,5,,,,5
1568,The Lorax,"Drama, Comedy, Feel Good, Fantasy",Animated Movie,English,,,8,,,,8
1567,Power Rangers - 2017,"Action, Fantasy, SuperPowers",Movie,English,,,9,,,,9
1566,The Girl on the Train,"Drama, Crime, Thriller, Mystery",Movie,English,,,7,7,,,7
1565,A Monsoon Story,"Life, Feel Good",Series,Hindi,1,,,9,,,9
1564,A Winter Story,"Life, Feel Good",Series,Hindi,1,,,7,,,7
1563,A Summer Story,"Life, Feel Good",Series,Hindi,1,,,8,,,8
1562,Despicable Me 4,"Comedy, Feel Good, Adventure",Movie,English,,,5,,,,5
1561,No Reservations,"Comedy, Romance, Feel Good",Movie,English,,,,8,,,8
1560,The Summer I Turned Pretty,Romance,Series,English,3,,,4,,,4
1559,Delicious In Dungeon,"Comedy, Feel Good, Adventure, Fantasy, Magic",Series,Japanese,1,,8.5,,,,8.5
1558,The Union,"Drama, Comedy, Action, Crime",Movie,English,,,5,,,,5
1557,Miss Night and Day,"Drama, Comedy, Crime, Thriller, Mystery",Series,Korean,1,,8.5,,,,8.5
1556,Aoashi,"Classic, Sports",Animated Series,Japanese,1,,6,,,,6
1555,Ormie,"Comedy, Feel Good",Shorts,English,,,9.5,,,,9.5
1553,The Great Wall,"Action, Fantasy, Thriller",Movie,Chinese,,,8.5,,,,8.5
1552,"London, Paris, New York","Comedy, Romance, Feel Good",Movie,Hindi,,,,7,,,7
1551,Guzaarish,"Drama, Romance",Movie,Hindi,,,,7,,,7
1548,Jackpot,"Comedy, Adventure",Movie,English,,,5.5,,,,5.5
1547,Juice,"Drama, Life, Dark Comedy",Shorts,Hindi,,,8,,,,8
1546,Secret Levels,"Adventure, Game & Media, Action, Fantasy, Sci-Fi, Thriller, Different, SuperPowers",Animated Series,English,1,,10,,,,10
1545,Manoranjan,"Drama, Thriller, Mystery",Shorts,Hindi,,,8.5,,,,8.5
1540,No Way Out -  The Roulette,"Crime, Thriller, Mystery",Series,Korean,1,,,,,,0
1539,17 Again,"Comedy, Fantasy",Movie,English,,,,7,,,7
1538,"It Ends with Us","Drama, Romance",Movie,English,,,,5,,,5
1537,"Love, Rosie","Comedy, Romance",Movie,English,,,,7,,,7
1536,Do Lafzon Ki Kahani,"Romance, Action",Movie,Hindi,,,,6,,,6
1535,The Cabin in the Woods,"Comedy, Horror",Movie,English,,,6,6,,,6
1534,Her,"Romance, Sci-Fi",Movie,English,,,,1,,,1
1533,The Lord of the Rings: The Rings of Power,"Drama, Adventure, Fantasy, SuperPowers",Series,English,2,,6,7,8,,7
1532,Solo Levelling,"Action, Fantasy, Sci-Fi, Magic",Animated Series,Japanese,2,,8,,,,8
1529,Father of the Bride 2,"Comedy, Life",Movie,English,,,,6,,,6
1528,Father of the Bride,"Comedy, Feel Good",Movie,English,,,,7,,,7
1527,Blade Runner 2049,"Action, Sci-Fi",Movie,English,,,8,6,,,7
1526,The Glassworker,"Drama, Romance, Adventure, Fantasy, War",Animated Movie,Korean,,,,,,,0
1525,A Quiet Place : Day One,"Horror, Thriller, War, Gods & Demons",Movie,English,,,,,,,0
1524,Twisters (2024),"Adventure, Thriller",Movie,English,,,7.5,,,,7.5
1523,Spy X Family Code : White,"Comedy, Action, Fantasy, War",Movie,Korean,,,6.5,,,,6.5
1522,Instagram Origin,"Game & Media, Documentary, Real Incident",Shorts,English,,,9,,,,9
1521,Pixar Animation Origin,"Game & Media, Documentary, Real Incident",Shorts,English,,,9,,,,9
1520,Netflix Origin,"Game & Media, Documentary, Real Incident",Shorts,English,,,9,,,,9
1519,Amazon Origin,"Game & Media, Documentary, Real Incident",Shorts,English,,,9,,,,9
1518,Elon Musk Documentary,"Game & Media, Documentary, Real Incident",Shorts,English,,,9,,,,9
1517,Adidas Origin,"Game & Media, Documentary, Sports, Real Incident",Shorts,English,,,9,,,,9
1516,J K Rowling Documentary,"Game & Media, Documentary, Real Incident",Shorts,English,,,9,,,,9
1515,Stan Lee Documentary,"Game & Media, Documentary, Real Incident",Shorts,English,,,9,,,,9
1514,Starbucks Origin ,"Game & Media, Documentary, Real Incident",Shorts,English,,,9,,,,9
1513,Sooryavanshi,"Drama, Action, Crime",Movie,Hindi,,,8,7,,,7.5
1512,Nagarjuna - Ek Yoddha,"Drama, Adventure, Fantasy",Series,Hindi,1,,8,,,,8
1510,Gangster: A Love Story,"Romance, Crime, Thriller",Movie,Hindi,,,,6,,,6
1509,Step Up 3D,"Drama, Romance, Musical",Movie,English,,,5,,,,5
1508,Step Up : 6 - Year of the Dance,"Drama, Romance, Musical",Movie,English,,,4,,,,4
1507,Step Up : 5 - All In,"Drama, Romance, Musical",Movie,English,,,6,,,,6
1506,Step Up : 4 -Revolution,"Drama, Romance, Musical",Movie,English,,,7,,,,7
1505,Step Up : 3 ,"Drama, Romance, Musical",Movie,English,,,5,,,,5
1504,Step Up : 2 - The Streets,"Drama, Romance, Musical",Movie,English,,,7.5,,,,7.5
1503,Step Up ,"Drama, Romance, Musical",Movie,English,,,6,,,,6
1500,Logan,"Adventure, Action, Sci-Fi, SuperPowers",Movie,English,,,8,7,,,7.5
1497,Wolverine,"Action, Sci-Fi, Thriller",Movie,English,,,8.5,6,,,7.25
